,y_test,prediction
7019,2466.789,2112.281695826121
4574,2303.668,1939.4399220679388
4589,1543.3244,805.9938772204317
7801,2432.8332,2928.6427521643636
8255,2696.49,1599.2022185071505
7646,790.9704,713.4591560226581
6132,5438.9202,3188.4799113682493
5663,1174.4712,1604.428329059331
3637,1166.4816,882.8442960341198
2966,143.8128,344.18747207269416
6577,761.6752,1596.7278182589216
6261,4288.4178,5717.4717554305735
4083,1216.4166,4534.65697094267
4415,5219.872,3029.591636493457
2643,5976.2208,3188.4799113682493
1132,1901.5248,2494.8924850757317
5686,856.8846,1604.428329059331
7491,3175.866,2961.7173421226757
938,89.2172,395.9521263979794
7453,509.337,1109.8244755089872
6510,3251.1014,2930.521293880509
234,605.878,774.2731396478971
722,1780.3492,2059.2411629241733
187,778.986,2101.443456329921
3526,473.3838,922.6268554493638
4699,6831.108,4084.8799120475323
2793,1837.608,1436.9008789029729
6198,3214.4824,3031.797355924221
2650,2524.0478,2452.9833675648815
7761,1403.5064,1270.8553463008927
3112,886.8456,1598.6673720924148
635,5087.3778,5375.96294230839
7677,2045.3376,3869.5186916923785
4413,3900.9222,2452.9833675648815
4937,3658.571,1647.3367686451413
5645,2077.296,2922.6494551578985
1034,75.9012,329.00706844657776
3326,3478.805,3031.797355924221
1103,5350.3688,3009.9791040219266
6440,1113.2176,1069.7723724192138
2578,2648.5524,2452.9833675648815
394,3259.7568,3025.6718231610976
4994,2292.3494,3931.798279687184
787,129.1652,521.8556867404802
2152,2348.9424,2067.572432755758
5105,1230.3984,1647.1925021097807
3379,727.0536,1013.2715737907564
4800,488.6972,552.5723671963203
5276,2055.3246,1598.6673720924148
6608,691.1004,1942.7718134551067
7114,3174.5344,3035.1700957943563
6423,569.259,3004.2654246549173
5840,1446.1176,1578.0701872982424
3766,5267.8096,3704.6794074759437
5575,885.514,1522.9727774577543
3779,3563.3616,2143.9559243923313
5977,8474.3024,5717.4717554305735
7052,3675.216,3188.4799113682493
1082,1584.604,1789.5034387519831
7917,743.0328,1268.2042168963505
5836,3271.7412,3177.944926172792
3976,1592.5936,1296.1457566550273
1783,2364.9216,2452.9833675648815
1414,3420.8804,5717.4717554305735
3724,5000.8238,4507.577308509303
5605,1607.907,3194.1935907352586
2509,2960.1468,2450.926112921619
2067,1518.024,2459.7990700457344
2774,1419.4856,1680.3031158486694
6630,173.108,466.9874125746316
1817,4410.2592,3035.584933499922
3805,2182.4924,3042.778700228506
2081,392.822,532.2677965758206
7551,3229.7958,3908.8388141086693
5173,2302.3364,2989.7332478036365
3714,5299.768,3780.1003587705454
692,4974.1918,4218.543887344741
1235,3235.788,2614.0769193746655
5770,2388.2246,2134.8793058861347
642,3246.4408,2148.815552719231
7419,2444.8176,2452.9833675648815
3315,2956.152,2919.523982812401
3679,2695.1584,2050.4978651181837
38,388.1614,798.9236382086181
7813,109.1912,404.20512754145324
5155,354.2056,420.2034686579069
8405,124.5046,272.6750503673124
1180,2190.482,2468.000241491615
1022,352.874,418.59604886551193
7538,1817.634,2510.32116881847
8284,197.0768,276.317857782697
7975,922.7988,1419.5455349359054
1332,1957.452,2438.6683048373716
5873,2422.1804,2148.815552719231
2189,5243.8408,4075.1769141059035
1386,3691.1952,2145.321741065258
147,1597.92,2623.971083247826
8244,3964.839,4103.082412811191
7158,5592.72,3177.944926172792
4520,2302.3364,2012.4930656191684
3769,3567.3564,5346.339261382088
5470,1791.6678,1130.9216682106542
7898,790.9704,552.5723671963203
8441,777.6544,1598.6673720924148
4919,341.5554,1889.22504507701
196,992.7078,855.3184302627947
5367,2596.62,2510.32116881847
1456,351.5424,1537.0744847628628
277,450.0808,1775.745648441169
1830,1468.089,739.6924344678976
2172,697.7584,418.59604886551193
3266,5752.512,4034.0516740839917
1379,5816.4288,5717.4717554305735
4844,102.5332,274.8132345698491
6799,459.402,4092.7442452156865
7782,2345.6134,3003.6290047564135
2843,2796.36,4079.0185424307415
1283,1581.275,874.590233451234
3375,352.874,444.2543367472397
5739,2087.283,2988.016760092451
5937,312.926,366.1321745194265
3180,1524.0162,552.5723671963203
7671,1078.596,728.944196912566
8210,3435.528,3188.4799113682493
2417,3731.809,3035.295062663565
7299,3352.303,2951.5103057265624
958,1973.4312,2792.150341267234
6956,2125.2336,1606.7600513615241
3740,91.8804,329.64045905516394
3079,497.3526,772.4242061470636
5167,683.1108,1899.8544405590717
839,2857.6136,1604.428329059331
39,2180.495,2424.274913719236
7852,1342.2528,1596.1929718441859
4881,2792.3652,2478.5228881845273
6258,2512.7292,1370.8433139726476
7427,884.1824,578.2306550780479
3603,330.2368,415.27771388377676
7648,1070.6064,1491.990832518154
462,1787.673,1942.7718134551067
4065,1845.5976,2840.894746716223
982,384.8324,528.2839582828303
6296,247.6776,272.5904817347823
641,6611.394,3172.2312468057826
454,2683.174,1339.8036888930133
20,3775.086,3758.743730269595
8401,1395.5168,1447.795720111104
8283,1845.5976,1520.9847871065028
3639,390.1588,532.2677965758206
244,3225.1352,3858.4969011389344
2984,1257.0304,2471.268068636407
6154,3874.956,3022.3972759236362
3978,882.8508,913.8947474281994
4609,1049.9666,433.4645402267846
6039,1757.712,1220.4194137223542
882,300.9416,364.05704371064166
3443,1150.5024,841.9480434014021
7632,41.9454,329.64045905516394
4967,3146.5708,3035.1700957943563
3634,1601.249,2050.4978651181837
4060,5609.365,5717.4717554305735
651,229.701,329.64045905516394
1852,874.8612,356.9498744620289
162,3315.684,3188.4799113682493
7043,992.7078,2161.82749094001
4240,1518.024,3033.6758976403657
6163,1957.452,2134.8793058861347
5863,2387.5588,3194.1935907352586
304,7696.648,3689.631244575177
4853,2852.2872,2581.906228802343
7311,1494.0552,1542.9994248837406
7398,1494.0552,1337.1525594884706
6866,647.8234,1586.4831752555524
6943,325.5762,1654.1946618128184
1085,5173.266,4534.65697094267
7496,2868.2664,3722.3354418264
5165,2954.1546,2920.416505338002
2457,5099.3622,3689.264235100702
8008,2743.7618,4052.368954654025
2813,113.186,272.5904817347823
2214,2936.178,3033.581424914568
1168,2519.3872,1924.1867861773042
8070,868.869,1599.2022185071505
6148,2740.4328,3031.0858346474474
8253,2896.8958,2167.974558578045
6913,325.5762,1654.338928348179
6340,3123.9336,3028.247630054294
8003,1342.2528,3029.564406104325
1261,2681.8424,2134.8793058861347
296,583.2408,861.5176888718993
229,3101.2964,5127.796900060712
2241,856.8846,1217.7580809767105
4407,587.2356,1599.2022185071505
221,1416.8224,1438.030617154909
6982,5073.396,4099.134130280432
6688,5888.3352,4648.507271441958
1411,928.791,839.5176059118801
2549,6381.693,2134.8793058861347
4123,4082.6856,2384.292486967247
5435,2127.231,2376.135386050453
2076,2516.724,2035.8066580030923
7886,1857.582,1650.052071902425
3840,1559.9694,2189.864818847114
4068,1761.7068,1598.6673720924148
5972,549.285,509.38919193905446
7176,2037.348,2879.298468626979
1091,2503.408,2509.6483617714243
7138,652.484,724.0046615981489
8141,452.744,429.47290686595113
2250,458.0704,1906.4625300034836
4977,2446.815,2681.4911734006105
5518,2463.46,1572.06170729186
6481,2716.464,2366.183974978083
6605,1125.202,823.8269787650736
4328,5690.5926,2921.9379338811245
8153,1719.7614,3032.8661837309187
6289,2247.075,2452.9833675648815
2676,4134.618,3001.7504630402686
4582,3495.45,4074.2532509295943
5399,2802.3522,2041.6951854003094
8412,2203.798,3676.6465636229946
5599,429.441,282.18250894143324
4076,2450.144,1727.7867820122913
6436,3506.7686,2462.2870652446004
3636,6338.416,3031.5679146896787
841,178.4344,351.8888222398824
3528,3872.9586,3020.518734207491
1547,829.5868,433.4645402267846
6724,1454.1072,1953.5839649189977
6853,3098.6332,1953.5839649189977
8046,392.822,3022.3972759236362
1029,1198.44,1132.3225485856842
7766,1707.777,1924.1867861773042
6670,264.9884,552.5723671963203
8148,3142.576,3031.797355924221
7355,80.5618,532.9323075019835
4900,3439.5228,2707.558803704715
6428,1808.9786,2725.1817926857093
5498,309.597,1572.06170729186
7533,2572.6512,3041.2578655266193
7994,3593.3226,2922.2240848106057
3910,1621.8888,2940.394948674651
2568,659.142,717.9135052275644
2644,884.1824,785.1039051483048
733,1807.647,1956.923865976947
4105,5522.811,5717.4717554305735
5694,1435.4648,2067.572432755758
6512,2841.6344,2067.572432755758
6590,3691.1952,2468.9726603589284
5558,6624.71,4124.437504810052
1750,5956.9126,4108.219514293522
836,145.8102,329.64045905516394
2528,6503.5344,3028.0702079503344
4831,858.882,2214.039179270096
5006,1701.7848,2131.948868815632
7489,614.5334,770.1008618728686
2866,250.3408,272.6750503673124
7154,3835.008,3684.1669876384844
683,1488.063,1598.6673720924148
499,1298.31,2067.572432755758
388,717.7324,1127.7784588695147
6101,2999.429,2949.98887718344
3311,1346.2476,4027.6370002972153
6380,3755.112,3025.480144957415
8404,153.134,571.5959674730428
119,1141.847,3188.4799113682493
158,1701.7848,2134.8793058861347
6968,755.0172,1277.8575888696816
3986,4250.4672,1921.6521396700377
5962,1641.197,1599.2022185071505
6693,1957.452,2105.940411873683
1044,6048.793,3761.7204200081515
3964,2077.296,1605.665172340269
6059,3704.5112,3160.96575008776
4301,3295.71,1606.7600513615241
7733,467.3916,356.3164838534427
7868,2542.0244,1668.2269459891895
6837,4165.2448,3188.4799113682493
3975,892.8378,1599.2022185071505
6099,567.2616,333.08753566472427
7276,1537.998,1625.668735800293
1422,852.224,1279.4145980443272
4561,2183.824,1668.3712125245502
6183,3509.4318,2808.2523124329205
1644,153.7998,368.65789537872575
2480,782.9808,532.2677965758206
2877,3165.879,3987.019267285507
2491,109.1912,274.8132345698491
1831,1733.7432,2214.039179270096
6464,2195.8084,2067.572432755758
6141,4460.86,2961.670011629668
7016,8062.838,5717.4717554305735
1240,3415.554,2931.990718352721
2542,1211.756,1494.5790583305675
4225,233.03,552.5723671963203
6372,2846.295,2462.2870652446004
4220,1571.288,2509.6483617714243
4418,2530.7058,1948.674031524056
7542,785.644,1235.175218152084
7198,3981.484,2468.000241491615
2041,633.8416,713.0185191524811
2223,188.4214,509.20851135057876
3852,1073.2696,1274.1126138747704
1142,3747.1224,4614.814086233326
5139,988.0472,798.9236382086181
7833,4482.1656,2953.5464405110265
6673,1006.6896,4507.577308509303
532,95.8752,331.3679414616244
3222,852.224,1367.9078115545685
3581,1006.6896,1883.5095239556665
6043,677.1186,3188.4799113682493
7004,870.8664,2452.9833675648815
4013,4857.6768,3869.347660531519
422,3415.554,4045.2018435851705
7899,377.5086,422.78020211880704
1373,5426.27,4046.7792612444005
22,1587.2672,3038.953953463182
495,2336.958,2959.6665030443137
4781,2784.3756,2725.1817926857093
4270,2360.9268,2116.8514948816082
7680,419.454,1451.0240581043734
1718,563.9326,862.7408917397026
1683,990.7104,2715.8194757159845
6415,126.502,525.3996565442916
6079,341.5554,724.6108030830242
3744,4334.358,2384.292486967247
2388,1004.0264,3172.2312468057826
6024,171.1106,416.6930704124375
6619,2316.984,3084.3807069262602
8487,4111.315,4458.448499844437
144,905.488,1039.4625193167774
3972,1895.5326,2452.9833675648815
574,37.9506,329.00706844657776
4018,3392.9168,2091.2191089590297
6526,2145.2076,5717.4717554305735
4873,4302.3996,5717.4717554305735
5968,4996.829,4109.404057485313
3706,4452.8704,5717.4717554305735
3648,3257.7594,2491.046717112604
3239,3693.8584,3035.295062663565
1066,2633.9048,1924.1867861773042
167,1743.0644,1578.0701872982424
5318,540.6296,716.6135505580314
1869,1518.024,1638.0138689244172
1666,512.666,358.8845185117529
8265,4026.7584,2459.7990700457344
526,283.6308,1636.3947825440305
2931,196.411,574.4639729822735
1112,1544.656,1453.9240443514748
8004,2446.1492,4065.3078245052193
4872,2940.1728,3031.27751285113
6711,3563.3616,2452.9833675648815
2632,1629.8784,1647.1925021097807
987,5061.4116,3715.6351044819708
6561,1030.6584,2926.1471618972428
1122,1125.202,1500.5171843099647
989,5518.1504,4517.431579107006
776,857.5504,1657.0542316054627
274,2082.6224,1545.7801705844038
7376,2399.5432,2142.758060385814
8368,1800.3232,1924.1867861773042
33,2174.5028,1550.4294580276226
5379,926.7936,451.84871485495074
5253,5645.984,2494.0725042560034
1478,4211.185,4507.577308509303
6376,2651.2156,2041.6951854003094
2328,1120.5414,908.0934677968415
8327,3012.0792,1725.4934655085297
8101,2189.1504,3024.177625007107
8192,2908.2144,1761.2498412582138
3664,1318.284,1524.923085725644
3849,1525.3478,769.4611956400732
2270,695.0952,1942.7718134551067
6757,2807.0128,2716.2968574719275
1656,3455.502,1924.1867861773042
4364,1411.496,2962.900265557767
152,2768.3964,3125.842447533389
4902,2290.352,2134.8793058861347
8193,2656.542,2059.2411629241733
7588,1845.5976,1647.1925021097807
7484,671.1264,4028.1022560421297
487,75.2354,574.389581695209
5476,193.7478,527.9033932614718
2420,998.7,4107.1361696491595
2894,1384.1982,3040.7888541531506
3583,5660.6316,3188.4799113682493
1070,952.7598,712.9438085934025
134,952.094,2984.624655401584
7575,641.8312,4250.5920729147965
1454,107.8596,406.53936696343
5871,129.831,277.4167172168555
5864,1201.769,1183.9120296786339
4512,383.5008,570.6512357475293
3053,34.6216,329.00706844657776
7286,1102.5648,787.1816185529938
5397,61.9194,512.3998400887482
6970,1416.8224,1272.230804968967
2560,1609.9044,2050.4978651181837
2026,3425.541,3851.391570099432
6578,1418.154,1596.7278182589216
3069,1736.4064,4007.1011927820387
318,3877.6192,2452.9833675648815
4189,3238.4512,2877.5181195435075
5306,1054.6272,1537.0744847628628
3391,2376.906,1636.3947825440305
1121,593.2278,890.1493891965704
6576,1034.6532,418.59604886551193
2899,2709.1402,3993.719738592812
7082,2801.6864,2926.1471618972428
5268,1323.6104,3035.295062663565
4323,978.726,850.1746030124373
6096,1747.725,1948.674031524056
1643,1198.44,2452.9833675648815
6614,406.138,723.3712709895627
2134,490.0288,2041.6951854003094
1382,639.168,709.2833265145408
5061,402.809,1230.1042096901217
6124,1062.6168,1486.6288922731317
5455,982.7208,552.5723671963203
4425,998.7,1606.6157848261637
4355,4327.7,4039.114886803104
509,95.8752,276.4024264152271
3671,2036.6822,1657.0542316054627
6900,4314.384,2972.5807252280256
3286,8138.7392,5717.4717554305735
7951,4218.5088,3797.4871670656494
7245,517.3266,418.59604886551193
2453,1325.6078,1948.674031524056
6906,6454.931,5127.796900060712
971,615.1992,1071.5246708301217
313,1677.816,1222.1620495650704
7871,1677.816,938.6087771290004
3202,539.298,422.78020211880704
5759,784.9782,552.5723671963203
5583,3520.0846,3936.790240465511
4858,1607.2412,1540.1866456301595
7248,1289.6546,1606.7600513615241
7802,1444.1202,2637.8301094825133
8220,2621.9204,2032.7726259104973
558,2876.256,3033.706391783777
4904,4673.916,2509.6483617714243
276,7452.9652,3908.2842447893836
1540,716.4008,469.3312508951949
7511,3111.9492,2725.1817926857093
3474,755.0172,272.6750503673124
4139,394.1536,359.9766555746958
1984,4086.0146,4087.32741634736
2285,3202.498,2035.8066580030923
2615,7201.2928,5717.4717554305735
3891,1358.232,1578.0701872982424
7784,2681.8424,2122.8030171594783
6444,3844.995,3180.705327193537
6308,691.1004,594.4793196405149
1942,3105.957,3675.448939444476
2569,4402.2696,2459.7990700457344
1977,2713.135,2919.523982812401
1220,2884.2456,2458.392000576681
5601,3113.2808,4041.0232820962
8499,2976.126,1609.4753546188078
3182,1142.5128,1485.0505279296992
2381,4374.306,4085.6438623118897
2585,4225.1668,2919.523982812401
6390,4434.228,3172.2312468057826
4887,1749.7224,2135.5343253526275
8066,4171.9028,2655.17649440378
286,296.9468,362.875195730218
994,2982.784,2459.7990700457344
2586,139.818,329.64045905516394
4753,3793.7284,2918.5651940109888
1952,554.6114,1414.8637201783072
7984,1245.046,1783.7895430842484
7356,974.0654,1483.8002789001869
5904,517.9924,4108.219514293522
72,4604.6728,2715.3859375606517
519,5344.3766,5717.4717554305735
5081,1342.2528,1604.428329059331
4978,1784.344,2951.6047784523607
7150,4407.596,3794.739633503991
548,2094.6068,1598.6673720924148
2888,2167.179,1647.3367686451413
7428,1845.5976,1647.3367686451413
1892,1583.9382,2041.6951854003094
8007,262.3252,552.5723671963203
6702,1179.1318,717.1710254590217
5356,1158.492,3022.1074050872794
1955,1514.695,1578.0701872982424
5362,1006.6896,1789.5034387519831
7667,2253.0672,2047.2281127197723
2190,934.7832,361.0721284080633
5564,751.0224,1212.4149852263622
3711,1619.2256,1606.7600513615241
1675,2007.387,940.3920353137873
6257,1342.2528,808.419705242162
842,1470.0864,1089.4084533462915
247,974.7312,2707.42750161707
8025,207.7296,331.5751031048879
8516,858.882,433.4645402267846
4110,2621.9204,1578.0701872982424
3573,1518.024,2463.582229656961
2217,2428.8384,2468.000241491615
7779,1258.362,1486.451408304729
4339,1114.5492,2053.2106487460733
5553,2456.802,4042.9828912947123
6285,2902.888,2430.676893653114
5335,339.558,723.3712709895627
3993,529.9768,578.2306550780479
3485,666.4658,892.0270089559967
3996,110.5228,274.8132345698491
2565,3844.995,3035.295062663565
4999,2324.9736,3188.4799113682493
6934,2616.594,4100.134539537019
4770,253.004,272.5904817347823
3083,7534.1928,3034.3353997865574
725,918.804,813.7354690547922
2682,3531.4032,2452.9833675648815
7922,801.6232,1194.5538284723507
1741,614.5334,857.1842950423577
6721,1573.9512,2112.281695826121
6897,3261.7542,2161.82749094001
779,597.2226,853.7525374743445
50,3134.5864,2384.292486967247
4696,2534.0348,4075.2927956641493
7639,123.173,272.5904817347823
7978,3350.3056,3030.208685044432
406,5770.4886,4003.7438397348174
4234,3379.6008,3031.5679146896787
5514,3880.2824,2053.2106487460733
4034,107.8596,274.8132345698491
6652,715.0692,1942.7718134551067
2655,2066.6432,2091.2191089590297
2141,5294.4416,5337.68364652571
6291,441.4254,798.9236382086181
6519,2504.7396,2101.443456329921
2617,1522.0188,2488.3470870086826
6784,610.5386,1495.314044034229
3465,1518.024,3033.581424914568
156,262.3252,1632.4862727557838
8502,3020.0688,4006.0757962251537
2795,308.9312,367.88906081237025
6627,343.5528,416.6930704124375
6518,2259.0594,3792.1839984924254
578,4655.2736,4054.034568521366
4302,3338.987,3035.486740867248
8096,1163.8184,1138.8638865888681
2948,3868.9638,2919.523982812401
4004,4327.7,4517.431579107006
2872,796.9626,716.4925951826666
2653,4195.8716,3030.8681871906238
8111,363.5268,804.5474552210816
1308,343.5528,1889.22504507701
317,452.744,552.5723671963203
5587,1231.73,846.7696169226832
5817,596.5568,708.1527006115621
7573,3435.528,2450.8964336817335
2958,3350.3056,3041.2578655266193
1812,1597.92,1606.6157848261637
7785,3146.5708,3030.208685044432
2531,2087.9488,2452.9833675648815
4627,4727.18,3035.1700957943563
7289,1651.184,1647.3367686451413
4957,298.2784,574.9369940719512
6418,185.0924,310.5043929700827
188,2336.958,2999.5175132203726
2004,4777.7808,3044.2728983824964
4235,494.0236,730.2441515820989
5129,3427.5384,2494.8924850757317
217,260.9936,552.5723671963203
2405,2109.2544,1924.1867861773042
5168,282.2992,708.8163524764749
3753,3998.7948,2948.9142553543325
1978,447.4176,1085.987511490895
4226,476.047,1547.8944918448587
5992,3243.7776,3919.1075322275365
6005,1693.7952,1654.1946618128184
2767,185.7582,508.4691967498435
2760,2588.6304,2148.815552719231
4160,1938.8096,2452.9833675648815
4338,5704.5744,4011.959370672526
1334,4098.6648,1654.1946618128184
1597,1893.5352,2581.906228802343
7482,3467.4864,1578.0701872982424
8335,708.4112,850.1210936069034
1833,1985.4156,2148.815552719231
7970,2157.192,2562.3264739743663
1514,3368.948,3849.340919520986
2887,6359.7216,3177.944926172792
2423,1225.072,1172.640975010309
6035,88.5514,349.2376928353403
7301,3728.48,3037.17360437971
1063,568.5932,356.3164838534427
4912,4853.682,2965.801603269584
1172,2251.7356,1956.923865976947
8105,1155.8288,1280.500037248844
2929,4604.6728,4086.0169363433383
7323,1188.453,4094.865090622841
1972,1120.5414,1176.057954565561
1768,1398.18,1625.8130023356532
122,186.424,321.1233358390918
4488,1406.1696,1494.7269340580074
1529,3749.7856,2922.939325994255
1621,3755.112,3037.17360437971
7278,326.242,434.72389502981247
4942,2221.1088,3033.581424914568
1928,1897.53,2053.2106487460733
2890,2846.295,3008.0539342947677
1087,1522.0188,3770.7559508910867
5036,4094.67,2703.6868563891317
8437,2596.62,1609.4753546188078
6129,1693.7952,800.2235928781511
294,5499.508,5717.4717554305735
7132,2449.4782,3031.0858346474474
6197,2526.711,3188.4799113682493
7870,1480.0734,2714.2560337411282
5439,1581.9408,803.4295822965667
8438,3034.0506,2214.039179270096
1642,211.7244,274.8132345698491
1234,872.198,1459.2505007148752
1185,822.263,456.2155412643866
3046,295.6152,361.1183094372744
384,3523.4136,2101.443456329921
3756,5552.1062,2504.607489451461
7476,1494.0552,1502.559190040608
2663,102.5332,274.89780320237924
4982,3367.6164,3029.4971637676585
4987,455.4072,367.29264249482765
684,5159.2842,3029.4971637676585
8022,5812.434,3026.1244238975232
4085,2120.573,2700.0279655895156
7110,2644.5576,3681.580390769619
1533,1943.4702,1525.9680210891188
451,1816.3024,1455.4021956101099
4237,1404.1722,1258.8148967118761
2640,1288.9888,2642.9654727405286
1376,1151.1682,2698.470051969051
1914,515.3292,412.7257329655479
5866,6636.6944,4052.929549596251
2980,3101.2964,3009.6223017628795
1490,486.034,594.4793196405149
4629,447.4176,2143.9559243923313
5777,335.5632,847.0848482422692
4030,1318.284,1619.5917388260373
1811,468.7232,787.5441006783972
2038,1470.0864,3032.1849632406543
6159,697.0926,552.5723671963203
5313,750.3566,1654.1946618128184
6134,8217.3036,5717.4717554305735
1536,2320.9788,2716.036382824599
2604,3956.8494,3035.295062663565
5598,1882.2166,2886.6596377602145
396,3707.1744,4037.2377983410574
8376,3717.8272,4070.9018697712345
6157,583.2408,1599.2022185071505
14,1977.426,3027.7130947773117
5546,1980.755,2931.990718352721
1900,4566.0564,3751.310902278189
2475,361.5294,272.6750503673124
7343,8209.314,5136.623302260699
6939,886.8456,1219.980816880583
7658,826.2578,940.3352374114567
4092,647.1576,2444.3946898649106
4857,722.393,1572.06170729186
5603,169.779,416.6930704124375
4178,653.1498,4000.79331837865
7160,1318.284,1482.3993985251568
8407,575.2512,2148.815552719231
6752,882.8508,2452.9833675648815
4716,3182.524,2614.0769193746655
90,369.519,272.5904817347823
5421,2149.2024,2951.9923857687945
5326,3950.1914,3704.8614832908
5632,2852.2872,2612.540366365553
5354,272.978,404.20512754145324
8167,1857.582,2044.6674244934009
3126,2090.612,2919.523982812401
6020,1218.414,1148.8342674087653
3050,3761.77,2452.9833675648815
3490,1687.1372,3750.876690156574
6669,1670.4922,2053.2106487460733
4948,1981.4208,4095.6235808812007
6047,1488.063,1599.2022185071505
15,1547.3192,1092.1536010963673
1315,1413.4934,1608.9631571534237
8484,2324.9736,2096.446021010467
2693,3408.896,4507.577308509303
5183,2458.1336,2984.624655401584
6413,447.4176,1221.2710135201733
5296,3159.8868,3849.340919520986
5248,3709.8376,3772.858626518409
6271,3463.4916,3022.1074050872794
1357,2428.8384,1609.4753546188078
2429,2797.6916,4091.3509154748594
