,y_test,prediction
6565,296.9468,355.12076
2563,2127.8968,3533.7996
4824,5683.2688,4018.6118
6335,2616.594,2877.1743
6164,4866.998,2436.6514
6095,316.9208,394.7244
4972,355.5372,1731.368
3535,2994.7684,3259.1936
7490,607.2096,722.6396
49,780.3176,526.0228
7475,1685.8056,2043.1028
380,5375.0034,6407.4355
7192,1267.0174,1715.395
4773,3131.9232,2980.6118
4088,1629.8784,1454.6403
2849,6196.6006,3574.6267
6750,3094.6384,3992.6655
2488,3142.576,2976.86
3812,2972.1312,2704.4075
916,895.501,391.89716
2539,5259.82,4030.3157
541,231.6984,1431.9391
7275,2922.1962,2358.8416
6192,922.7988,2503.4072
5373,3819.0288,2631.3428
1657,75.9012,582.06323
273,5829.7448,4008.8735
7086,392.822,533.5895
2337,61.2536,164.08907
2607,3542.056,2970.3792
3299,5396.9748,4086.1172
2631,1510.0344,4029.985
3776,4349.0056,2979.222
4153,225.7062,547.38116
4557,2162.5184,1122.4996
5378,1065.28,3958.741
6000,7393.0432,6145.7085
7564,802.9548,686.11237
1035,2190.482,2590.9841
8440,2960.1468,2477.7134
6539,3281.0624,3679.244
3434,3778.415,2503.4072
5233,3751.783,1647.511
4061,428.7752,274.63165
44,373.5138,2021.4917
5022,120.5098,281.7561
5085,2916.204,4014.7449
3007,3439.5228,2263.0093
7336,1830.95,2527.1929
2434,2006.7212,1515.4181
2580,3629.2758,2588.1604
4559,351.5424,389.05426
5615,2375.5744,2542.6172
7019,2466.789,2034.2341
4574,2303.668,1938.1805
4589,1543.3244,883.5408
7801,2432.8332,2904.8794
8255,2696.49,1586.5844
7646,790.9704,678.7686
6132,5438.9202,3279.5437
5663,1174.4712,1587.1443
3637,1166.4816,734.70264
2966,143.8128,367.0086
6577,761.6752,1613.5908
6261,4288.4178,5889.5107
4083,1216.4166,5140.6084
4415,5219.872,2970.3792
2643,5976.2208,3270.6516
1132,1901.5248,2553.7075
5686,856.8846,1587.1443
7491,3175.866,2892.1497
938,89.2172,246.23152
7453,509.337,912.9455
6510,3251.1014,2904.8794
234,605.878,715.6172
722,1780.3492,2034.0029
187,778.986,2042.3282
3526,473.3838,807.15466
4699,6831.108,4126.923
2793,1837.608,1430.3926
6198,3214.4824,2970.3792
2650,2524.0478,2493.088
7761,1403.5064,1444.941
3112,886.8456,1590.1027
635,5087.3778,4743.8394
7677,2045.3376,3904.4622
4413,3900.9222,2494.8093
4937,3658.571,1634.5248
5645,2077.296,3444.498
1034,75.9012,101.6922
3326,3478.805,2975.7827
1103,5350.3688,2802.501
6440,1113.2176,901.7267
2578,2648.5524,2545.3896
394,3259.7568,2969.1885
4994,2292.3494,3974.6155
787,129.1652,169.87854
2152,2348.9424,2010.704
5105,1230.3984,1641.5518
3379,727.0536,894.31146
4800,488.6972,528.7202
5276,2055.3246,1588.655
6608,691.1004,1959.5369
7114,3174.5344,2976.2192
6423,569.259,2800.1025
5840,1446.1176,1747.2697
3766,5267.8096,3790.7783
5575,885.514,1507.1346
3779,3563.3616,2332.9172
5977,8474.3024,6399.277
7052,3675.216,3266.0676
1082,1584.604,1776.1173
7917,743.0328,1445.4785
5836,3271.7412,3555.9634
3976,1592.5936,1756.1013
1783,2364.9216,2554.366
1414,3420.8804,6233.2725
3724,5000.8238,4489.1157
5605,1607.907,3278.5723
2509,2960.1468,2502.7874
2067,1518.024,2535.4128
2774,1419.4856,1656.4197
6630,173.108,200.40486
1817,4410.2592,2979.222
3805,2182.4924,2966.3652
2081,392.822,541.49866
7551,3229.7958,3799.8376
5173,2302.3364,2951.7068
3714,5299.768,3823.4685
692,4974.1918,3677.0042
1235,3235.788,2710.8147
5770,2388.2246,2023.7262
642,3246.4408,2058.2266
7419,2444.8176,2499.302
3315,2956.152,2321.3848
3679,2695.1584,2008.5916
38,388.1614,988.5228
7813,109.1912,160.23904
5155,354.2056,399.27847
8405,124.5046,281.67468
1180,2190.482,2550.4692
1022,352.874,456.49365
7538,1817.634,2549.4917
8284,197.0768,205.06133
7975,922.7988,1440.6719
1332,1957.452,2491.5476
5873,2422.1804,2039.5686
2189,5243.8408,4161.8633
1386,3691.1952,2342.2026
147,1597.92,2706.2114
8244,3964.839,4058.0518
7158,5592.72,3697.0835
4520,2302.3364,1994.6289
3769,3567.3564,4573.8037
5470,1791.6678,1312.5574
7898,790.9704,661.5915
8441,777.6544,1581.3223
4919,341.5554,1924.3112
196,992.7078,720.5539
5367,2596.62,2557.627
1456,351.5424,1479.657
277,450.0808,1751.4436
1830,1468.089,707.58417
2172,697.7584,410.30887
3266,5752.512,4031.3687
1379,5816.4288,6208.2886
4844,102.5332,228.55013
6799,459.402,4073.6802
7782,2345.6134,2958.9736
2843,2796.36,4170.201
1283,1581.275,1011.1987
3375,352.874,394.87808
5739,2087.283,2885.17
5937,312.926,348.026
3180,1524.0162,532.19696
7671,1078.596,686.1326
8210,3435.528,3258.885
2417,3731.809,2975.208
7299,3352.303,2907.3196
958,1973.4312,2784.2002
6956,2125.2336,1652.2665
3740,91.8804,100.24155
3079,497.3526,873.5314
5167,683.1108,1929.9114
839,2857.6136,1584.2673
39,2180.495,2445.468
7852,1342.2528,1603.136
4881,2792.3652,2553.772
6258,2512.7292,1803.9459
7427,884.1824,522.93646
3603,330.2368,442.6208
7648,1070.6064,1464.6663
462,1787.673,1966.849
4065,1845.5976,2862.0579
982,384.8324,504.22925
6296,247.6776,249.75667
641,6611.394,3202.879
454,2683.174,1477.7172
20,3775.086,3710.2996
8401,1395.5168,1463.9613
8283,1845.5976,1482.5381
3639,390.1588,544.21954
244,3225.1352,3945.8184
2984,1257.0304,2497.2913
6154,3874.956,2970.0225
3978,882.8508,801.8865
4609,1049.9666,770.81726
6039,1757.712,1495.5691
882,300.9416,431.99884
3443,1150.5024,720.5539
7632,41.9454,104.480865
4967,3146.5708,2980.2332
3634,1601.249,2030.5745
4060,5609.365,5821.2095
651,229.701,103.76062
1852,874.8612,707.589
162,3315.684,3209.575
7043,992.7078,2064.3545
4240,1518.024,2975.7827
6163,1957.452,2064.5925
5863,2387.5588,3198.172
304,7696.648,3732.2815
4853,2852.2872,2625.582
7311,1494.0552,1500.9401
7398,1494.0552,1454.2592
6866,647.8234,1575.7463
6943,325.5762,1647.4757
1085,5173.266,4880.441
7496,2868.2664,3643.879
5165,2954.1546,3396.4946
2457,5099.3622,3769.0293
8008,2743.7618,4130.5225
2813,113.186,258.29565
2214,2936.178,2970.503
1168,2519.3872,1939.1852
8070,868.869,1601.5254
6148,2740.4328,2980.2332
8253,2896.8958,2417.4067
6913,325.5762,1648.243
6340,3123.9336,2980.2332
8003,1342.2528,2969.1885
1261,2681.8424,2049.8909
296,583.2408,743.9449
229,3101.2964,5133.525
2241,856.8846,1031.5875
4407,587.2356,1595.3647
221,1416.8224,1513.0742
6982,5073.396,4033.336
6688,5888.3352,4698.2173
1411,928.791,926.1605
2549,6381.693,2031.47
4123,4082.6856,2484.3042
5435,2127.231,2442.9993
2076,2516.724,1994.0165
7886,1857.582,1631.738
3840,1559.9694,2092.771
4068,1761.7068,1584.1991
5972,549.285,443.50262
7176,2037.348,2849.426
1091,2503.408,2593.6482
7138,652.484,712.1905
8141,452.744,770.81726
2250,458.0704,1928.2238
4977,2446.815,2693.158
5518,2463.46,1431.5968
6481,2716.464,2475.8362
6605,1125.202,888.9287
4328,5690.5926,2891.8047
8153,1719.7614,2975.7827
6289,2247.075,2545.831
2676,4134.618,2961.8254
4582,3495.45,4009.048
5399,2802.3522,2009.6595
8412,2203.798,3746.2056
5599,429.441,297.7566
4076,2450.144,2234.2576
6436,3506.7686,2499.6558
3636,6338.416,2984.6257
841,178.4344,253.32457
3528,3872.9586,2975.5679
1547,829.5868,747.83295
6724,1454.1072,1931.4119
6853,3098.6332,1966.849
8046,392.822,2976.86
1029,1198.44,1313.7152
7766,1707.777,1933.5814
6670,264.9884,621.9333
8148,3142.576,2971.7688
7355,80.5618,241.58644
4900,3439.5228,2726.0144
6428,1808.9786,2738.2605
5498,309.597,1456.6926
7533,2572.6512,2979.222
7994,3593.3226,2891.8047
3910,1621.8888,3243.2283
2568,659.142,681.7655
2644,884.1824,899.8786
733,1807.647,1926.4355
4105,5522.811,6206.6006
5694,1435.4648,1992.1921
6512,2841.6344,2030.3413
6590,3691.1952,2493.964
5558,6624.71,4095.407
1750,5956.9126,4031.4783
836,145.8102,104.134125
2528,6503.5344,2965.1746
4831,858.882,2132.2327
5006,1701.7848,2050.6174
7489,614.5334,720.6047
2866,250.3408,280.9125
7154,3835.008,3788.0212
683,1488.063,1606.013
499,1298.31,2040.4103
388,717.7324,1577.0269
6101,2999.429,2743.0476
3311,1346.2476,3957.3115
6380,3755.112,2951.4866
8404,153.134,208.84338
119,1141.847,3250.9436
158,1701.7848,2055.775
6968,755.0172,1434.7678
3986,4250.4672,1933.1068
5962,1641.197,1610.9779
6693,1957.452,2000.3147
1044,6048.793,3865.5674
3964,2077.296,1777.701
6059,3704.5112,3358.3003
4301,3295.71,1593.6696
7733,467.3916,582.06323
7868,2542.0244,1628.1726
6837,4165.2448,3288.6667
3975,892.8378,1612.286
6099,567.2616,325.66882
7276,1537.998,1624.1143
1422,852.224,1459.4994
4561,2183.824,1642.2888
6183,3509.4318,2793.1736
1644,153.7998,404.37222
2480,782.9808,535.59796
2877,3165.879,3977.498
2491,109.1912,277.60925
1831,1733.7432,2120.3203
6464,2195.8084,1997.7478
6141,4460.86,2904.6387
7016,8062.838,6342.89
1240,3415.554,3272.1204
2542,1211.756,1478.5947
4225,233.03,545.85406
6372,2846.295,2554.366
4220,1571.288,2550.4314
4418,2530.7058,1958.5009
7542,785.644,1440.4619
7198,3981.484,2535.2083
2041,633.8416,684.04553
2223,188.4214,539.1477
3852,1073.2696,1461.7548
1142,3747.1224,4794.2725
5139,988.0472,982.49036
7833,4482.1656,3572.9954
6673,1006.6896,4280.911
532,95.8752,135.99153
3222,852.224,1453.8857
3581,1006.6896,1920.6921
6043,677.1186,3268.3162
7004,870.8664,2497.0947
4013,4857.6768,3725.489
422,3415.554,3963.8557
7899,377.5086,772.7564
1373,5426.27,4136.8594
22,1587.2672,2980.6118
495,2336.958,2899.619
4781,2784.3756,2692.462
4270,2360.9268,2007.5441
7680,419.454,1462.5533
1718,563.9326,725.597
1683,990.7104,2733.6748
6415,126.502,163.79524
6079,341.5554,684.04553
3744,4334.358,2425.1438
2388,1004.0264,3273.3203
6024,171.1106,400.19977
6619,2316.984,2783.3884
8487,4111.315,4256.1567
144,905.488,892.8236
3972,1895.5326,2490.016
574,37.9506,104.73327
4018,3392.9168,2000.3147
6526,2145.2076,6226.521
4873,4302.3996,6503.2227
5968,4996.829,4051.5305
3706,4452.8704,6288.4536
3648,3257.7594,2528.2278
3239,3693.8584,2975.208
1066,2633.9048,1956.0958
167,1743.0644,1746.4618
5318,540.6296,681.2453
1869,1518.024,1623.9534
1666,512.666,714.5478
8265,4026.7584,2534.2107
526,283.6308,1776.4564
2931,196.411,514.3151
1112,1544.656,2145.781
8004,2446.1492,4078.6116
4872,2940.1728,2970.503
6711,3563.3616,2496.741
2632,1629.8784,1624.3376
987,5061.4116,3625.3953
6561,1030.6584,2909.6975
1122,1125.202,1483.9824
989,5518.1504,4419.229
776,857.5504,1635.7826
274,2082.6224,1499.3224
7376,2399.5432,2051.0913
8368,1800.3232,1940.8029
33,2174.5028,1520.0072
5379,926.7936,770.81726
5253,5645.984,2526.665
1478,4211.185,4505.695
6376,2651.2156,2029.0193
2328,1120.5414,1073.0975
8327,3012.0792,2089.8857
8101,2189.1504,2969.1885
8192,2908.2144,1770.5845
3664,1318.284,1463.4695
3849,1525.3478,873.1643
2270,695.0952,1944.7439
6757,2807.0128,2731.5598
1656,3455.502,1969.8444
4364,1411.496,2879.376
152,2768.3964,3067.1396
4902,2290.352,2023.5411
8193,2656.542,2015.3182
7588,1845.5976,1625.9554
7484,671.1264,3976.5842
487,75.2354,179.13422
5476,193.7478,173.79138
2420,998.7,4050.3481
2894,1384.1982,2971.7688
3583,5660.6316,3218.6565
1070,952.7598,678.2676
134,952.094,2795.6233
7575,641.8312,3803.293
1454,107.8596,165.71169
5871,129.831,292.35156
5864,1201.769,1001.9218
4512,383.5008,819.1709
3053,34.6216,104.73327
7286,1102.5648,886.19775
5397,61.9194,167.70041
6970,1416.8224,1100.2916
2560,1609.9044,2029.1547
2026,3425.541,3900.5872
6578,1418.154,1583.5625
3069,1736.4064,3968.6523
318,3877.6192,2546.8206
4189,3238.4512,2868.0688
5306,1054.6272,1485.2065
3391,2376.906,1766.0597
1121,593.2278,1074.3468
6576,1034.6532,446.3218
2899,2709.1402,3990.1497
7082,2801.6864,2909.6975
5268,1323.6104,2979.222
4323,978.726,749.02704
6096,1747.725,1964.7242
1643,1198.44,2486.2917
6614,406.138,707.3447
2134,490.0288,1993.5708
1382,639.168,704.6098
5061,402.809,1438.336
6124,1062.6168,1478.9861
5455,982.7208,542.7527
4425,998.7,1588.4076
4355,4327.7,4023.7773
509,95.8752,259.233
3671,2036.6822,1655.6938
6900,4314.384,2904.1108
3286,8138.7392,6146.755
7951,4218.5088,3946.5938
7245,517.3266,401.99045
2453,1325.6078,1935.2719
6906,6454.931,5105.347
971,615.1992,906.4739
313,1677.816,1654.0338
7871,1677.816,1486.2897
3202,539.298,775.9694
5759,784.9782,621.9327
5583,3520.0846,3993.4407
4858,1607.2412,1506.0549
7248,1289.6546,1612.4255
7802,1444.1202,2676.255
8220,2621.9204,1999.5477
558,2876.256,2979.222
4904,4673.916,2589.9678
276,7452.9652,3930.0046
1540,716.4008,385.18292
7511,3111.9492,2727.7834
3474,755.0172,289.1568
4139,394.1536,713.3899
1984,4086.0146,4130.2715
2285,3202.498,1985.8196
2615,7201.2928,5950.799
3891,1358.232,1729.4247
7784,2681.8424,2028.7191
6444,3844.995,3261.566
6308,691.1004,542.5143
1942,3105.957,3801.0972
2569,4402.2696,2505.8237
1977,2713.135,2388.3936
1220,2884.2456,2517.9692
5601,3113.2808,3931.0789
8499,2976.126,1614.1509
3182,1142.5128,1479.1046
2381,4374.306,4059.4458
2585,4225.1668,2675.6133
6390,4434.228,3546.2961
4887,1749.7224,2213.2566
8066,4171.9028,2716.2847
286,296.9468,380.22284
994,2982.784,2497.0947
2586,139.818,103.31016
4753,3793.7284,2897.2085
1952,554.6114,1453.8505
7984,1245.046,1802.7916
7356,974.0654,1508.8569
5904,517.9924,4024.0051
72,4604.6728,3345.0518
519,5344.3766,6342.89
5081,1342.2528,1587.1443
4978,1784.344,2899.8503
7150,4407.596,3882.5654
548,2094.6068,1608.3289
2888,2167.179,1635.4257
7428,1845.5976,1626.2133
1892,1583.9382,2016.8068
8007,262.3252,591.8638
6702,1179.1318,739.55945
5356,1158.492,2974.7341
1955,1514.695,1737.4352
5362,1006.6896,1764.5182
7667,2253.0672,2016.7006
2190,934.7832,721.4245
5564,751.0224,1011.3846
3711,1619.2256,1590.1299
1675,2007.387,1417.9706
6257,1342.2528,994.6183
842,1470.0864,910.48425
247,974.7312,2732.6086
8025,207.7296,124.53542
8516,858.882,769.6593
4110,2621.9204,1755.0277
3573,1518.024,2535.4128
2217,2428.8384,2515.7136
7779,1258.362,1487.2903
4339,1114.5492,2005.945
5553,2456.802,4010.0205
6285,2902.888,2511.5042
5335,339.558,680.57855
3993,529.9768,592.76105
3485,666.4658,770.5531
3996,110.5228,244.56618
2565,3844.995,2979.222
4999,2324.9736,3271.6028
6934,2616.594,4063.9956
4770,253.004,287.7785
3083,7534.1928,2981.2122
725,918.804,1022.98035
2682,3531.4032,2545.3896
7922,801.6232,1620.3115
1741,614.5334,736.0068
6721,1573.9512,2007.5441
6897,3261.7542,2058.5881
779,597.2226,720.5539
50,3134.5864,2433.1238
4696,2534.0348,4177.6167
7639,123.173,295.92322
7978,3350.3056,2976.86
406,5770.4886,3963.928
4234,3379.6008,2983.5771
5514,3880.2824,2001.0096
4034,107.8596,249.13724
6652,715.0692,1944.0455
2655,2066.6432,2049.5654
2141,5294.4416,4776.239
6291,441.4254,1009.42957
6519,2504.7396,2031.1674
2617,1522.0188,2536.752
6784,610.5386,1455.9736
3465,1518.024,2974.8296
156,262.3252,1800.048
8502,3020.0688,3969.6775
2795,308.9312,388.64145
6627,343.5528,388.6318
6518,2259.0594,3890.1982
578,4655.2736,4029.0999
4302,3338.987,3012.995
8096,1163.8184,924.4152
2948,3868.9638,2574.2344
4004,4327.7,4103.9634
2872,796.9626,684.04553
2653,4195.8716,2984.6257
8111,363.5268,885.18896
1308,343.5528,1949.2372
317,452.744,551.59894
5587,1231.73,724.0519
5817,596.5568,681.7655
7573,3435.528,2505.8184
2958,3350.3056,2975.208
1812,1597.92,1583.858
7785,3146.5708,3524.8552
2531,2087.9488,2493.7676
4627,4727.18,2974.8296
7289,1651.184,1614.6681
4957,298.2784,178.69322
6418,185.0924,255.0465
188,2336.958,2960.7769
2004,4777.7808,2966.3652
4235,494.0236,679.49097
5129,3427.5384,2563.6108
217,260.9936,639.5787
2405,2109.2544,1952.1464
5168,282.2992,674.5034
3753,3998.7948,3220.7947
1978,447.4176,911.0104
4226,476.047,1527.357
5992,3243.7776,3575.2942
6005,1693.7952,1685.6431
2767,185.7582,514.43854
2760,2588.6304,2014.8733
4160,1938.8096,2546.8206
4338,5704.5744,3549.8433
1334,4098.6648,1637.297
1597,1893.5352,2622.0378
7482,3467.4864,1722.0184
8335,708.4112,722.1074
1833,1985.4156,2032.0619
7970,2157.192,2486.9734
1514,3368.948,3446.1978
2887,6359.7216,3633.581
2423,1225.072,1006.49664
6035,88.5514,252.76637
7301,3728.48,2979.222
1063,568.5932,589.31384
4912,4853.682,2905.271
1172,2251.7356,1959.5222
8105,1155.8288,1444.941
2929,4604.6728,4057.9775
7323,1188.453,4062.991
1972,1120.5414,1018.43756
1768,1398.18,1611.914
122,186.424,193.30486
4488,1406.1696,1453.0002
1529,3749.7856,3351.8367
1621,3755.112,2979.222
7278,326.242,380.16516
4942,2221.1088,3590.012
1928,1897.53,2017.5087
2890,2846.295,2786.5007
1087,1522.0188,3924.699
5036,4094.67,2727.7834
8437,2596.62,1593.2179
6129,1693.7952,889.4877
294,5499.508,5310.914
7132,2449.4782,2970.3792
6197,2526.711,3263.3357
7870,1480.0734,2706.6343
5439,1581.9408,897.5274
8438,3034.0506,2102.1396
1642,211.7244,278.83636
1234,872.198,1482.7188
1185,822.263,381.374
3046,295.6152,355.91562
384,3523.4136,2000.3147
3756,5552.1062,2542.9773
7476,1494.0552,1452.6552
2663,102.5332,261.54767
4982,3367.6164,2970.503
4987,455.4072,409.69092
684,5159.2842,2974.9534
8022,5812.434,2975.9065
4085,2120.573,2728.0227
7110,2644.5576,3746.2056
1533,1943.4702,1498.5256
451,1816.3024,1436.6198
4237,1404.1722,1071.9745
2640,1288.9888,2653.1365
1376,1151.1682,3049.8403
1914,515.3292,239.46725
5866,6636.6944,4025.5547
2980,3101.2964,2967.8164
1490,486.034,531.12427
4629,447.4176,2346.055
5777,335.5632,720.5539
4030,1318.284,1768.1119
1811,468.7232,893.6795
2038,1470.0864,2978.8652
6159,697.0926,533.82196
5313,750.3566,1650.911
6134,8217.3036,6183.2207
1536,2320.9788,2733.6748
2604,3956.8494,2984.6257
5598,1882.2166,2883.5747
396,3707.1744,4015.62
8376,3717.8272,4053.3794
6157,583.2408,1591.8251
14,1977.426,2971.7688
5546,1980.755,2908.6836
1900,4566.0564,3797.1301
2475,361.5294,282.29095
7343,8209.314,5149.2397
6939,886.8456,1060.707
7658,826.2578,1484.5042
4092,647.1576,2484.4595
4857,722.393,1438.7125
5603,169.779,405.22275
4178,653.1498,3973.2227
7160,1318.284,1478.4343
8407,575.2512,2046.8572
6752,882.8508,2545.3896
4716,3182.524,2702.8962
90,369.519,244.83951
5421,2149.2024,2918.76
5326,3950.1914,3785.373
5632,2852.2872,2701.9807
5354,272.978,161.19928
8167,1857.582,2021.9806
3126,2090.612,2625.6929
6020,1218.414,1341.2095
3050,3761.77,2552.5828
3490,1687.1372,3629.4685
6669,1670.4922,1986.588
4948,1981.4208,4177.812
6047,1488.063,1590.3774
15,1547.3192,901.3596
1315,1413.4934,1786.0919
8484,2324.9736,2040.6543
2693,3408.896,4334.8457
5183,2458.1336,2814.7358
6413,447.4176,1008.61066
5296,3159.8868,3712.5286
5248,3709.8376,3943.7432
6271,3463.4916,2974.7341
1357,2428.8384,1593.0477
2429,2797.6916,4049.9429
7349,485.3682,915.8795
2364,4793.76,2702.8962
4502,158.4604,389.50812
4542,3835.008,1970.7877
3493,535.969,1454.6403
5095,331.5684,239.4986
5178,1539.9954,2548.0007
794,505.3422,746.07367
6618,1677.816,2975.7827
1633,3861.64,3590.537
2804,2316.984,2980.0557
3413,1717.764,2059.414
8184,4731.1748,3993.8018
5451,1134.5232,1576.6052
8271,2548.0166,1668.3158
2613,211.7244,275.81003
4891,6608.065,4095.407
2351,1761.7068,2012.8174
7313,3068.0064,1634.2982
1722,1197.7742,2559.0442
6046,848.895,909.03595
2178,1607.2412,1571.2424
8430,4042.7376,2969.1885
7010,5591.3884,2549.919
5900,3994.8,2588.8435
6070,1334.2632,1779.1678
2812,617.8624,1223.7916
1865,2328.9684,2492.0115
6679,4979.5182,5142.0
2933,3119.9388,3580.6226
1651,109.857,102.9294
356,3163.8816,2013.1572
7330,2285.0256,1608.3289
4523,3374.2744,3387.706
3025,284.9624,253.065
6317,4466.1864,2877.7378
2412,4845.0266,4082.4138
4216,1747.0592,3972.1975
3243,777.6544,712.7351
5134,1470.0864,1443.0273
7055,4103.9912,2956.4216
6473,353.5398,703.0693
1705,6524.84,3672.6519
6727,1211.756,1975.3728
4193,2716.464,3184.928
6951,1470.0864,720.5539
6354,307.5996,386.17935
5740,5321.0736,2975.208
7442,343.5528,776.80835
5927,1488.063,1611.2058
5366,111.1886,253.31491
3160,2175.1686,2127.6626
6551,2609.936,2580.0251
42,2527.3768,2980.357
4616,3323.0078,1766.0597
3374,3739.1328,2583.4194
2162,1312.9576,1312.5574
2396,3073.9986,2701.8477
3042,2137.218,4012.427
2892,1576.6144,1609.7765
5057,114.5176,159.74843
8077,1696.4584,2026.6395
3609,209.727,689.87115
5415,3629.9416,1788.8705
369,1230.3984,1730.2601
5079,669.129,711.421
5478,3124.5994,2732.6086
2260,2070.638,3944.825
6109,1655.1788,1433.366
3000,2145.2076,4014.7449
6292,1457.4362,2022.733
844,6515.5188,3842.8677
7171,3728.48,5000.037
6759,1366.2216,1929.9529
6699,753.6856,522.24396
2519,982.055,684.04553
6502,568.5932,689.3266
8388,2155.1946,2688.2703
5673,3243.7776,3856.7815
1788,145.1444,356.07837
7584,4567.388,4024.7205
3093,5681.2714,4008.3787
4498,5229.1932,3662.3215
4059,1097.9042,1023.631
3433,427.4436,2031.2332
633,437.4306,395.47394
4734,2302.3364,4542.0986
3488,420.7856,275.04987
629,1640.5312,1613.9337
125,868.869,1591.6001
5969,6897.688,2970.3792
719,145.8102,747.3371
200,745.696,1644.0115
2755,3275.736,1775.8507
8308,3193.8426,3285.755
6162,645.826,288.4422
5193,5394.9774,3859.7974
8319,4210.5192,4030.279
8048,1098.57,665.5036
1595,1288.9888,1457.7925
1997,306.268,1458.05
4017,539.298,930.59503
521,314.2576,432.9334
2551,1120.5414,1683.0842
1654,5522.811,4056.4963
8087,6199.9296,4018.6118
5554,1347.5792,2015.1168
7618,974.7312,684.04553
7628,2163.85,4134.8037
5723,458.0704,902.90796
3564,1667.1632,4065.2646
1437,6018.1662,4052.5684
4823,2376.906,2887.6318
1733,814.9392,1621.2725
8506,3944.865,3307.3308
3790,2109.2544,2920.057
7581,167.7816,242.6599
1284,3014.7424,2984.6257
5758,2519.3872,1922.2478
1259,169.1132,423.6886
6651,1973.4312,1615.4834
737,1470.0864,2020.2555
7467,850.8924,1784.0396
2590,842.237,578.16095
7687,2069.3064,1593.0477
1278,1917.504,2604.2122
2658,3672.5528,2016.7006
6288,958.752,1646.0464
704,2756.412,2497.0947
8262,3271.7412,2012.8174
8176,809.6128,1588.4076
3207,2606.607,1501.8657
295,925.462,1590.1027
6395,2871.5954,2539.9534
2747,261.6594,1469.1356
3896,622.523,281.0035
2921,2093.2752,2898.0317
4096,1263.0226,2961.8254
6889,952.094,1608.848
4097,1445.4518,1761.603
572,2770.3938,2547.064
3121,3415.554,2970.6682
4848,3146.5708,2970.3792
5422,4604.6728,2892.1497
3874,2450.144,2011.194
6859,3163.8816,5699.281
6174,922.7988,692.281
837,5063.409,3228.5352
7943,934.7832,1185.2262
1829,122.5072,293.73526
1255,1541.9928,3290.7864
3570,1298.31,1997.7881
224,2406.867,2715.1816
5716,2324.9736,2970.3792
7279,2501.4106,2984.6257
1845,189.0872,196.2375
8470,1551.314,2493.964
660,113.8518,679.01917
4157,2141.2128,2968.8496
713,1267.6832,2674.5283
4252,774.9912,2976.0417
4886,1018.674,1926.0464
2070,181.0976,1488.2001
3925,2936.178,2066.7827
8304,1917.504,2667.365
3510,348.8792,399.72684
444,3401.5722,3288.6667
7678,2876.256,1617.4717
914,2311.6576,2015.7606
3552,5195.2374,5573.194
2407,71.9064,103.43857
3234,7503.566,3762.1157
3030,651.8182,909.03595
